"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rims4",27.5653874950187,7.44580140310613,2.02632808852416,3.67452903864604,0.00023828854353307,0.0488399864802972
"Naip6",24.5807803992161,2.79870695821632,0.762434352858224,3.67075138695481,0.000241838484081829,0.0489401499369139
"Tmem238",307.915006196836,2.8548891660953,0.779764324243359,3.66122054745904,0.000251016556947433,0.0501625211989826
"Mapk13",223.291160337648,3.42072045295228,0.937678305054158,3.64807464832484,0.000264212879847706,0.052147793952164
"Pou3f2",9.0500243118804,-6.42439691263017,1.76834578800397,-3.63299811395019,0.000280147066788929,0.0546184287409099
"Chsy3",263.814393191015,-2.28700246111089,0.630132746543729,-3.62939789061126,0.000284083074442172,0.0547185073627349
"Mmp15",655.35234675509,2.72306330943554,0.752232980989226,3.61997330382214,0.000294633412472413,0.0560740240589795
"Tbc1d30",91.941770044222,2.71234020074749,0.749904385109255,3.61691470886962,0.000298135487897245,0.0560740240589795
"Tulp4",795.85721896552,-1.33150724574689,0.369505885094627,-3.60348048423073,0.000313984332476666,0.0573317144519476
"Tmc5",138.99442569796,3.25785645640487,0.904908652874231,3.6002047787443,0.000317966663651276,0.0573317144519476
"Pde1b",134.196647582874,1.35729779583522,0.377030457826235,3.59996856397413,0.000318255654021856,0.0573317144519476
"Cdkn1a",760.289207101267,1.29248446813635,0.359100772411758,3.59922497369162,0.00031916698481412,0.0573317144519476
"Spdef",62.172233333043,5.09938070765256,1.41955495495574,3.59223902523137,0.000327848921696505,0.0582368967906891
"Kctd14",89.2596823370854,4.48847079070381,1.25685989967387,3.57117829271861,0.000355378867521897,0.0624334280777205
"Mapt",25.2963668097621,3.28088176006116,0.920384335153981,3.56468665833199,0.000364291126824115,0.0627513878833055
"Gsto1",2943.77948741919,1.51658921997605,0.42551233532287,3.56414866052071,0.000365039036288698,0.0627513878833055
"Cib1",311.22670308159,0.951892885434979,0.267578818239835,3.55742988812285,0.000374501012136668,0.0636930604364778
"Eps8l2",354.867134457932,2.11001602348731,0.59387364084387,3.55297133661137,0.000380905966498957,0.0641004598570403
"Unc80",18.1331506760365,6.83388916742983,1.92792889013683,3.54467906072242,0.000393091402455034,0.0654620026150898
"Gkn1",840.796785091919,9.16212361243762,2.59296038498395,3.53346069824138,0.000410157066552964,0.0675998043606416
"Pcsk2os1",28.8180371450811,7.51376372664305,2.12843578510132,3.53018107440126,0.000415275346398105,0.0677449690088419
"Sspn",280.977940932165,-1.49713165469809,0.425236611778873,-3.52070262349992,0.000430405012948121,0.0690217603824319
"Acacb",192.317168675049,3.48416033772958,0.989851107674201,3.51988325387251,0.000431736788530881,0.0690217603824319
"Vsig2",275.754240831666,4.1876893431968,1.1928228353085,3.51073874446221,0.000446863337687239,0.0707327146495633
"Aldh1a7",85.4874829612041,3.5779302714306,1.02174432383496,3.50178629620508,0.000462150145980374,0.0724352390567474
"Tmem125",64.6909082610155,2.90046101083826,0.830352922369583,3.49304606836476,0.000477544117282791,0.0730874059107618
"Fbxo40",7.30678022965802,6.51825380086551,1.86628456518035,3.49263661205686,0.000478276881434111,0.0730874059107618
"Extl1",39.189766801064,4.6924841164335,1.34391151066132,3.49166152622979,0.000480026122513917,0.0730874059107618
"Kcnip2",26.2496154122368,6.47232070637698,1.85748861197774,3.48444704567294,0.000493155036688315,0.0739015317692008
"Ces2c",22.6326024395047,4.88763777348449,1.40302041990776,3.48365405387744,0.000494618371133076,0.0739015317692008
"Smim6",84.9797892804204,3.00890246217577,0.864349009820545,3.4811198115452,0.000499322084331351,0.073913538538938
"Chil4",42.2131179234319,6.57714417164058,1.89663840534034,3.46779025096265,0.000524756702813266,0.0747001044927261
"A730008H23Rik",143.336966239486,-1.48420285706366,0.428073509159454,-3.46716819729859,0.000525972656998037,0.0747001044927261
"Anxa10",457.121557990336,2.53388604644871,0.731785233892024,3.46260887633952,0.000534965426558281,0.0747001044927261
"C7",99.7465240263108,3.14851470240495,0.90963146053525,3.46130805606953,0.000537557301507399,0.0747001044927261
"Npy4r",6.80703646685779,-6.01397841157294,1.73782970316436,-3.46062586030281,0.000538921243978662,0.0747001044927261
"Snap25",20.3634171232862,3.5293051781498,1.02021376735928,3.45937811375067,0.000541424261290971,0.0747001044927261
"Borcs6",182.694969105957,1.0659974920437,0.308178617411201,3.45902483760364,0.000542134908840532,0.0747001044927261
"Resp18",101.042564052123,5.39847045425186,1.56118952950754,3.45792125313239,0.000544360472184931,0.0747001044927261
"Gcnt3",512.142753975165,2.98782262229355,0.864339120347797,3.45677125095449,0.000546688698670729,0.0747001044927261
"Taldo1",890.294719178954,0.927399137615841,0.268515745164264,3.45379797765121,0.000552751279210032,0.07488842966721
"Nucb2",735.65540370669,2.12253317875386,0.615371740958236,3.44918857575215,0.0005622738873567,0.0752803004651038
"1700086L19Rik",14.6039328157545,7.49343986406584,2.17380725265222,3.44715008882376,0.00056653375363903,0.0752803004651038
"Cdk5r2",16.6772695600942,2.86514456017155,0.831534575129716,3.44561085716081,0.00056977021056343,0.0752803004651038
"Sstr3",32.553300971484,4.73536648877111,1.37532370205701,3.44309232923758,0.000575102935870114,0.0753620543914386
"Ripply1",20.0566267537584,-5.34198552549963,1.55593620474144,-3.4332934147434,0.000596296418684632,0.0775039906139123
"Nup210",200.507478193522,2.00706615280537,0.585697907813511,3.4267941306091,0.00061075191586184,0.0787426683780906
"Rhov",32.3144496852742,3.58074385160861,1.04608596254389,3.42299197180784,0.000619359065355714,0.0792135470227344
"Slc26a3",12.3855588849218,7.25389764186064,2.12223548526619,3.41804559023798,0.000630725410194695,0.0796225822766527
"Slc5a1",25.6068713569294,6.43248088545122,1.8823432830566,3.41727300400062,0.000632518167832294,0.0796225822766527
"E130215H24Rik",12.4585956136371,4.75594087581735,1.39353700111751,3.41285582801421,0.000642859417163676,0.0802921367359038
"Scgn",27.0876964479704,7.42301384613978,2.18234148334487,3.40139886575521,0.000670419299305277,0.082720614757334
"Syt7",73.7891327313226,2.5652155742246,0.754366411905456,3.40049017790323,0.000672651524266806,0.082720614757334
"Homer2",243.838265273421,3.95282155611966,1.16490121439334,3.39326760696892,0.000690641320164195,0.0842846014157633
"Fam174b",208.363196290458,3.84459393255697,1.13457622301785,3.3885726269944,0.000702574202322016,0.0850913164585005
"Syt16",52.8512000437705,2.5353832792901,0.750593266576356,3.37783909367401,0.000730578162073474,0.0873695200495983
"Rangrf",124.271672559493,3.40857628694767,1.00930243589992,3.37716046816877,0.000732383099453599,0.0873695200495983
"0610040J01Rik",158.339105305,2.18961360278842,0.649276104646022,3.37239209501198,0.000745182796250685,0.0873695200495983
"Reg1",16942.4561664438,9.97177640465324,2.95753054164546,3.37165627344808,0.000747176358235415,0.0873695200495983
"Tmem54",49.899647010084,5.37949487151819,1.59577242630619,3.37109150580473,0.000748709842171449,0.0873695200495983
"Krt19",4217.67214350403,1.89631605704001,0.563510845006405,3.36518112090364,0.000764934283454741,0.0886159738376155
"Abcc8",80.8347868256732,4.80651592653196,1.42976544199157,3.36175136520071,0.000774498277547743,0.0889216080591326
"Nalcn",45.1209706379764,2.52808826279423,0.752349418958542,3.36025814480431,0.00077869676163624,0.0889216080591326
"Scg3",68.2354639679317,5.83674056846245,1.73957884615931,3.3552607180462,0.000792902181180749,0.0899016111385577
"Dcbld1",203.65371368554,1.30279649015836,0.389544719385412,3.3444080366788,0.000824583623368188,0.0928353407520227
"Nipal2",113.435387223003,3.80584329460561,1.1418543460514,3.33303744717218,0.000859033794632961,0.0960375753482318
"Cadps2",68.5101668760289,4.0908358273083,1.22955151472717,3.32709591937353,0.000877561607747462,0.097427620993463
"Tspan1",111.27236392241,4.39821526023589,1.32405447861144,3.32177816795603,0.000894457752750824,0.0985262365194607
"Tram1l1",15.9007111201624,-4.99324756793035,1.5039352198357,-3.32012144012151,0.000899782981912883,0.0985262365194607
"Avil",573.900317376202,3.02445635332505,0.91438135409902,3.30765313593384,0.000940812586203853,0.101139692592321
"Pla2g2f",17.2605238894435,7.74242195003308,2.34199148038241,3.30591379810181,0.000946672068265404,0.101139692592321
"Col27a1",2171.87178424742,-2.19464765767733,0.663859569793369,-3.3058914227303,0.000946747666184625,0.101139692592321
"Gfi1b",5.99293974489808,6.19647869736738,1.87474472419291,3.30523863724167,0.000948955644514176,0.101139692592321
"Dzip3",145.906349312043,-2.03241706232035,0.616911826572045,-3.29450170150532,0.000985963477590704,0.104232367340416
"Nudt19",282.181677654151,1.4312083131647,0.434612724898838,3.29306582888899,0.000991012687542584,0.104232367340416
"Nyap1",69.9966433274186,-1.88215242543147,0.572506327870803,-3.28756615220542,0.00101057443417569,0.104862922096457
"Gm13293",15.0339749294646,-4.91358913616322,1.49490069141088,-3.28690003583168,0.00101296785227681,0.104862922096457
"Cd24a",2863.47399265141,1.35416683677419,0.41211842507773,3.28586822226835,0.00101668561487151,0.104862922096457
"Pstpip2",69.6740335305004,1.46724428185685,0.447939952325636,3.27553788010903,0.00105460970324608,0.107607555716337
"Gmds",197.997384677869,1.32453916923477,0.404487004914132,3.27461489032498,0.00105806104991718,0.107607555716337
"Kcnc4",6.75175839226567,6.38928807187713,1.95215926896215,3.27293380896834,0.00106437399989336,0.107607555716337
"B4galnt1",1266.10825977725,1.4879350320219,0.454950124408901,3.27054538990426,0.00107340314686823,0.107607555716337
"Cited4",112.288481957612,3.64632040164734,1.11521498488449,3.26961209369422,0.00107695057950922,0.107607555716337
"Flrt2",359.243900816265,-2.02917533019806,0.621053826208431,-3.26730992478751,0.00108574747664996,0.107812701299397
"Col6a6",22.3451000903366,5.2182739004472,1.59823464697523,3.26502363737586,0.00109454942055496,0.108015812261803
"Wfdc18",51.1899006233602,4.70651665492602,1.44261023267526,3.26250053432518,0.00110433964638204,0.108313361513556
"S100a8",186.707958136796,2.1108585235684,0.647946692476901,3.25776572066328,0.00112293071508825,0.109465203305585
"Gal3st2",37.8859689154437,2.82280292422855,0.868291622908668,3.25098486470768,0.00115005979926375,0.110576575203323
"Ift80",168.850354170448,-1.60885905827365,0.495357279959779,-3.24787607523257,0.00116269898541786,0.110576575203323
"Gm45916",138.95489137736,1.26349297972677,0.389035856415237,3.24775456784165,0.00116319558639581,0.110576575203323
"Sh3yl1",131.615582479773,1.31891336131277,0.406131382397226,3.24750417839608,0.0011642195468304,0.110576575203323
"Chrm3",33.8814136459581,3.47152708521717,1.0693603105941,3.24635864154011,0.00116891481887543,0.110576575203323
"Fam3b",36.8531806839157,5.61912822270249,1.73606863104631,3.23669705345456,0.0012092170787788,0.113221396585159
"Prkaa2",65.4824885578507,2.47779490738114,0.765826626782225,3.23545149871857,0.00121450516908626,0.113221396585159
"Neurod1",17.4075096994227,7.75349678983225,2.39905924358383,3.2318905048171,0.00122974167938046,0.113221396585159
"Slc30a8",33.6806768795654,6.83001724966541,2.11399944116035,3.23085101948585,0.00123422252403245,0.113221396585159
"Erbb3",567.729362508594,2.42230396210495,0.750066428522693,3.22945257912135,0.001240274482674,0.113221396585159
"Vipr2",33.3702763875862,3.62255746250013,1.1218858539915,3.22898933934465,0.00124228525627904,0.113221396585159
"Mia",37.0047457135168,4.75602082475096,1.47555696995201,3.22320379463603,0.00126765329420648,0.113221396585159
"Misp",269.114293332619,1.87128252988172,0.581230644892249,3.21951801118233,0.0012840629398347,0.113221396585159
"Insm1",74.0411833779978,4.09501044348631,1.27239406565956,3.21835078770477,0.00128930032812533,0.113221396585159
"Bicdl2",40.4616908715422,4.01899243808524,1.24900489517469,3.21775555373073,0.00129197875662712,0.113221396585159
"Gm19589",31.570921036188,-3.43902144510708,1.06928318321254,-3.21619333315889,0.00129903286958326,0.113221396585159
"Pcsk1",15.9187594581818,5.72707980669713,1.78071902095883,3.21616141529918,0.00129917736260213,0.113221396585159
"Tasor2",429.657690961707,-0.886309363014444,0.275604453530505,-3.21587460456746,0.00130047642826622,0.113221396585159
"Slc35g1",242.031661007066,2.12410536339991,0.660625732432751,3.21529310639764,0.0013031139159727,0.113221396585159
"Fam83f",132.019758942365,2.3352361555518,0.726630330946206,3.21378843697715,0.00130996154072243,0.113221396585159
"Pcdh9",105.721560865418,-3.87374540538502,1.20537024401842,-3.2137390354609,0.00131018692489237,0.113221396585159
"Cldn10",91.371244294391,5.01628539654202,1.56226318672609,3.21090930079089,0.00132315689516176,0.113355378463595
"Ero1b",640.097505171723,3.62626608766803,1.12956877487669,3.21031013632958,0.00132591829440748,0.113355378463595
"Mpdz",266.506733380943,-1.18002977053027,0.367928478659504,-3.20722596638767,0.00134021678481259,0.113968328397866
"Tmem236",12.8917009349503,4.0238145198376,1.25521501188395,3.20567749886791,0.00134744913643082,0.113977086476823
"Syne4",163.882903908397,4.83163655786893,1.50889938554975,3.2020932635668,0.00136432818737367,0.114033512264612
"Tmem97",787.978011056555,2.95570290799895,0.923981544976243,3.19887656205834,0.00137964226529672,0.114033512264612
"Egfl6",9.93227805869895,5.0430946254474,1.57666821069023,3.19857696835256,0.00138107661196961,0.114033512264612
"4921504E06Rik",17.3531098205086,7.74878436965601,2.422771811522,3.19831373834095,0.00138233799725975,0.114033512264612
"Scg5",37.1133992132477,5.14063497372671,1.60744657796564,3.19801295059685,0.00138378065799305,0.114033512264612
"Llgl2",437.578522268963,2.31623027202536,0.724718516296227,3.19604124903938,0.00139327191619975,0.114226862175822
"Ephx4",22.0375653676224,2.96968000833016,0.931206617564829,3.1890666929495,0.0014273294345564,0.116422018725782
"Teddm3",11.6328503317592,7.16236644755732,2.247021240803,3.18749387744895,0.00143511496242046,0.116462857381807
"Kmt2a",1271.06713988907,-0.806563681841175,0.253561090324757,-3.18094420878275,0.0014679589685917,0.118280288721177
"Slc7a14",15.0186120567185,7.54083424588914,2.37126649057936,3.18008721324558,0.00147230734068395,0.118280288721177
"4931408D14Rik",9.05704293949877,-5.44096343323006,1.71301470562822,-3.17625027698444,0.00149192176876844,0.118455891978921
"Prss8",231.730186923996,3.73116079534159,1.17529575007112,3.17465692793989,0.00150013749552741,0.118455891978921
"Prss3",432.922292750949,12.3993279176528,3.90689072043077,3.17370738137401,0.00150505340798753,0.118455891978921
"Car3",13.7745453677597,6.45934907776981,2.03608541306106,3.17243522120164,0.00151166279012102,0.118455891978921
"Gm16090",66.5395635661231,2.16480869304065,0.682414661803309,3.17227752305329,0.00151248395524296,0.118455891978921
"Tcap",23.5261778701649,6.31982142704495,1.992981633073,3.17103846928099,0.00151895026306866,0.118455891978921
"Dtx1",58.0551280437283,5.13560806320624,1.62316935771207,3.16393852484076,0.00155649668810062,0.12079472112944
"St7",140.165506083369,0.973784406489956,0.308093045312241,3.16068285638535,0.00157399774137857,0.121562811069658
"Slc6a4",21.7947872536447,5.16411444250251,1.63487171444704,3.15872762178724,0.00158459512289307,0.121792895335055
"Katnal1",156.526212337362,-1.20630254176332,0.382690757578857,-3.15216011328612,0.00162067378306685,0.123969912774592
"Ddx11",125.3723539181,-1.45581211123966,0.462448994443775,-3.14804903617682,0.00164364118397604,0.125128055277262
"9430018G01Rik",12.4632176691368,-3.1559413460239,1.00386214462233,-3.14379953754629,0.00166769639909475,0.12635764138544
"Paqr5",253.364234895472,2.29920576011091,0.732320610314047,3.13961634798851,0.00169169222759537,0.127571149257392
"Lrmp",301.347204481866,2.79053835756213,0.88935976573591,3.13769350163156,0.00170282835436425,0.127773601653638
"Fam241b",42.7161777237444,3.22912077848762,1.02978706237883,3.13571698116725,0.00171434557586383,0.127773601653638
"Ankrd23",214.007123513343,3.0555985584977,0.974662652272754,3.13503195323279,0.00171835393479277,0.127773601653638
"Barx1",69.3946144272152,-1.69554101894788,0.541627286858179,-3.13045716138715,0.00174534453274206,0.128576160997925
"Hgfac",601.413157549241,2.18385658912739,0.697719352302765,3.12999285732832,0.00174810553585001,0.128576160997925
"D030056L22Rik",243.687644911652,-1.21886317180512,0.389642429705025,-3.12815822632009,0.00175905457454363,0.128576160997925
"Slc9a4",68.7444078476902,3.92058620519819,1.2536694422771,3.12728864003979,0.00176426624039343,0.128576160997925
"Bex4",15.9957326375545,6.6583537049578,2.12969111783863,3.12644103606686,0.00176935981857406,0.128576160997925
"Fn1",44332.5357844787,-1.8177776468463,0.582076003360782,-3.12292146790254,0.00179065520155651,0.129534862928887
"St6galnac2",107.513709225504,3.23262779801078,1.03800554885914,3.11426832117009,0.00184401710804295,0.132794150929201
"Lgals12",19.2118365273972,4.37905787086004,1.40694944817889,3.11244862175265,0.00185542306742931,0.133016361340773
"Gm49890",147.698553480434,-2.15143877112931,0.691879112701324,-3.10955878221179,0.00187366998029389,0.13372483024535
"Slc22a18",95.721172969545,1.697254212189,0.548043792015157,3.09693173596255,0.00195534896396875,0.138421016750591
"Rpl34-ps1",408.841695941615,2.01389613594619,0.650714695508563,3.09489880872021,0.00196880054251966,0.138421016750591
"Sema4f",69.1260293876583,-2.557492694689,0.826527700902808,-3.09426131985108,0.00197303617525066,0.138421016750591
"Bglap3",27.7222230896385,4.92731116170247,1.59248561756408,3.09410088691378,0.00197410344774722,0.138421016750591
"Lama2",289.047700815136,1.66231018962947,0.538337001606049,3.08786166410671,0.00201602293476594,0.140254716373153
"Lyz1",48.5658802317366,4.03847279824854,1.30831348724135,3.08677762450029,0.0020233890281132,0.140254716373153
"Tcea3",76.2749790459266,2.37541496838272,0.769661814736252,3.08631001681788,0.00202657405906039,0.140254716373153
"Tmprss4",139.6222569068,3.88316352770475,1.25887275648031,3.0846354468435,0.00203801788463021,0.140438758282686
"Ubxn2a",473.053097890604,1.12845364106604,0.366137667240259,3.08204738827253,0.00205582106582307,0.140904699967924
"Sptb",85.57287132877,1.79206959610608,0.581633957367414,3.08109520327411,0.00206240694267181,0.140904699967924
"Hsd11b1",495.162955103731,1.68858910572103,0.548496076822075,3.07858009760894,0.00207989609816904,0.141344043401208
"Map7",172.688207257341,2.47928979844269,0.805583423745828,3.07763258945227,0.00208651993761714,0.141344043401208
"Slc44a4",194.133726667423,3.29004621228686,1.0712988340648,3.07108166990485,0.00213284803291989,0.143872748954811
"Rimbp2",25.0085668451278,6.39521229584522,2.08478578204886,3.06756327240499,0.00215811767314286,0.144139407055717
"Timp2",5475.50575815579,-0.93587308066547,0.305123661304519,-3.06719274625986,0.0021607947588464,0.144139407055717
"Ltc4s",86.704831898343,1.66692291826097,0.543543417373201,3.06677050072055,0.00216384923333784,0.144139407055717
"Retreg1",682.218076768134,2.10792300341752,0.687839946969198,3.06455449804214,0.00217994453395446,0.144609017694315
"Mmp13",309.68524099196,-3.19828160084826,1.0444631552119,-3.062129654731,0.00219768237997665,0.144792458335859
"Noxa1",47.4801549277801,3.19671989295576,1.04409893124554,3.06170210244567,0.00220082363017538,0.144792458335859
"Dlk1",55.5130720885472,-3.35048279358884,1.09752408787559,-3.05276470065832,0.00226743655258794,0.147635915186759
